[Thu, Sep 27 2001 - 16:00:18] ---------- UrlScan.dll Initializing ----------
[Thu, Sep 27 2001 - 16:00:18] URLs will be normalized before analysis.
[Thu, Sep 27 2001 - 16:00:18] URL normalization will be verified.
[Thu, Sep 27 2001 - 16:00:18] URLs may contain OEM, international and UTF-8 characters.
[Thu, Sep 27 2001 - 16:00:18] URLs must not contain any dot except for the file extension.
[Thu, Sep 27 2001 - 16:00:18] Only the following verbs will be allowed (case sensitive):
[Thu, Sep 27 2001 - 16:00:18] 	'GET'
[Mon, Oct 01 2001 - 01:57:09] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 01:57:09] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:15] Client at 65.112.150.38: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 10:25:15] Client at 65.112.150.38: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 10:25:16] Client at 65.112.150.38: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:16] Client at 65.112.150.38: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:16] Client at 65.112.150.38: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:16] Client at 65.112.150.38: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:16] Client at 65.112.150.38: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:16] Client at 65.112.150.38: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:16] Client at 65.112.150.38: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:16] Client at 65.112.150.38: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:17] Client at 65.112.150.38: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:17] Client at 65.112.150.38: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:17] Client at 65.112.150.38: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:17] Client at 65.112.150.38: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:17] Client at 65.112.150.38: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:25:17] Client at 65.112.150.38: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:43] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 10:43:43] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 10:43:43] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:43] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:43] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:43] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:43] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:44] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:44] Client at 65.65.166.225: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:44] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:44] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:44] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:44] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:45] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:45] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 10:43:45] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:47] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 16:31:47] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 16:31:47] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:47] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:48] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:51] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:51] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:52] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:52] Client at 65.65.166.225: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:52] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:52] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:52] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:52] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 16:31:53] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:33] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 17:01:33] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 17:01:33] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:33] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:34] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:34] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:34] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:34] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:34] Client at 65.65.237.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:34] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:34] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:35] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:35] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:35] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:35] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:01:35] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:36] Client at 65.84.244.50: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 17:19:36] Client at 65.84.244.50: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 17:19:36] Client at 65.84.244.50: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:37] Client at 65.84.244.50: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:37] Client at 65.84.244.50: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:37] Client at 65.84.244.50: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:37] Client at 65.84.244.50: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:37] Client at 65.84.244.50: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:38] Client at 65.84.244.50: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:38] Client at 65.84.244.50: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:38] Client at 65.84.244.50: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:38] Client at 65.84.244.50: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:38] Client at 65.84.244.50: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:39] Client at 65.84.244.50: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:39] Client at 65.84.244.50: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:19:39] Client at 65.84.244.50: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:02] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 17:24:02] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 17:24:02] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:03] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:03] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:03] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:03] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:03] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:03] Client at 65.65.237.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:03] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:03] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:03] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:04] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:04] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:04] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:04] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:39] Client at 65.27.253.126: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 17:24:43] Client at 65.27.253.126: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 17:24:46] Client at 65.27.253.126: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:46] Client at 65.27.253.126: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:47] Client at 65.27.253.126: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:50] Client at 65.27.253.126: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:53] Client at 65.27.253.126: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:54] Client at 65.27.253.126: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:54] Client at 65.27.253.126: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:24:58] Client at 65.27.253.126: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:25:01] Client at 65.27.253.126: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:25:04] Client at 65.27.253.126: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:25:05] Client at 65.27.253.126: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:25:08] Client at 65.27.253.126: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:25:08] Client at 65.27.253.126: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:25:12] Client at 65.27.253.126: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:01] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 17:43:01] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 17:43:01] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:01] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:01] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:01] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:02] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:02] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:02] Client at 65.65.166.225: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:02] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:02] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:02] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:02] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:03] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:03] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:03] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:16] Client at 65.10.150.247: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 17:43:18] Client at 65.10.150.247: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 17:43:21] Client at 65.10.150.247: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:23] Client at 65.10.150.247: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:26] Client at 65.10.150.247: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:29] Client at 65.10.150.247: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:31] Client at 65.10.150.247: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:34] Client at 65.10.150.247: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:36] Client at 65.10.150.247: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:39] Client at 65.10.150.247: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:41] Client at 65.10.150.247: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:43] Client at 65.10.150.247: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:45] Client at 65.10.150.247: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:48] Client at 65.10.150.247: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:50] Client at 65.10.150.247: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 17:43:53] Client at 65.10.150.247: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:03] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 18:04:03] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 18:04:03] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:03] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:04] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
